Genome	Similarity	evaluation_type	Tree_genome	metric	value
Synechococcus_sp._WH_8102	97.5	strain	Ancestor	NGA50	778.0
Synechococcus_sp._WH_8102	97.5	strain	Evolved	NGA50	751.0
Synechococcus_sp._WH_8102	98.0	consensus	Ancestor	NGA50	939.0
Synechococcus_sp._WH_8102	98.0	consensus	Evolved	NGA50	941.0
Synechococcus_sp._WH_8102	98.0	strain	Ancestor	NGA50	710.0
Synechococcus_sp._WH_8102	98.0	strain	Evolved	NGA50	694.0
Synechococcus_sp._WH_8102	98.5	consensus	Ancestor	NGA50	1568.0
Synechococcus_sp._WH_8102	98.5	consensus	Evolved	NGA50	1558.0
Synechococcus_sp._WH_8102	98.5	strain	Ancestor	NGA50	637.0
Synechococcus_sp._WH_8102	98.5	strain	Evolved	NGA50	640.0
Synechococcus_sp._WH_8102	99.0	consensus	Ancestor	NGA50	3734.0
Synechococcus_sp._WH_8102	99.0	consensus	Evolved	NGA50	3689.0
Synechococcus_sp._WH_8102	99.0	strain	Ancestor	NGA50	938.0
Synechococcus_sp._WH_8102	99.0	strain	Evolved	NGA50	NA
Synechococcus_sp._WH_8102	99.5	consensus	Ancestor	NGA50	9044.0
Synechococcus_sp._WH_8102	99.5	consensus	Evolved	NGA50	9044.0
Synechococcus_sp._WH_8102	99.5	strain	Ancestor	NGA50	1284.0
Synechococcus_sp._WH_8102	99.5	strain	Evolved	NGA50	NA
Synechocystis_sp._PCC_6803	90.0	consensus	Ancestor	NGA50	35009.0
Synechocystis_sp._PCC_6803	90.0	consensus	Evolved	NGA50	43788.0
Synechocystis_sp._PCC_6803	90.0	strain	Ancestor	NGA50	35009.0
Synechocystis_sp._PCC_6803	90.0	strain	Evolved	NGA50	43788.0
Synechocystis_sp._PCC_6803	90.5	consensus	Ancestor	NGA50	29594.0
Synechocystis_sp._PCC_6803	90.5	consensus	Evolved	NGA50	43475.0
Synechocystis_sp._PCC_6803	90.5	strain	Ancestor	NGA50	29594.0
Synechocystis_sp._PCC_6803	90.5	strain	Evolved	NGA50	43475.0
Synechocystis_sp._PCC_6803	91.0	consensus	Ancestor	NGA50	24360.0
Synechocystis_sp._PCC_6803	91.0	consensus	Evolved	NGA50	31090.0
Synechocystis_sp._PCC_6803	91.0	strain	Ancestor	NGA50	24360.0
Synechocystis_sp._PCC_6803	91.0	strain	Evolved	NGA50	31090.0
Synechocystis_sp._PCC_6803	91.5	consensus	Ancestor	NGA50	17251.0
Synechocystis_sp._PCC_6803	91.5	consensus	Evolved	NGA50	20019.0
Synechocystis_sp._PCC_6803	91.5	strain	Ancestor	NGA50	17251.0
Synechocystis_sp._PCC_6803	91.5	strain	Evolved	NGA50	20019.0
Synechocystis_sp._PCC_6803	92.0	consensus	Ancestor	NGA50	15403.0
Synechocystis_sp._PCC_6803	92.0	consensus	Evolved	NGA50	16305.0
Synechocystis_sp._PCC_6803	92.0	strain	Ancestor	NGA50	15403.0
Synechocystis_sp._PCC_6803	92.0	strain	Evolved	NGA50	16305.0
Synechocystis_sp._PCC_6803	92.5	consensus	Ancestor	NGA50	12105.0
Synechocystis_sp._PCC_6803	92.5	consensus	Evolved	NGA50	13909.0
Synechocystis_sp._PCC_6803	92.5	strain	Ancestor	NGA50	12105.0
Synechocystis_sp._PCC_6803	92.5	strain	Evolved	NGA50	13909.0
Synechocystis_sp._PCC_6803	93.0	consensus	Ancestor	NGA50	8758.0
Synechocystis_sp._PCC_6803	93.0	consensus	Evolved	NGA50	9729.0
Synechocystis_sp._PCC_6803	93.0	strain	Ancestor	NGA50	8758.0
Synechocystis_sp._PCC_6803	93.0	strain	Evolved	NGA50	9729.0
Synechocystis_sp._PCC_6803	93.5	consensus	Ancestor	NGA50	6401.0
Synechocystis_sp._PCC_6803	93.5	consensus	Evolved	NGA50	7027.0
Synechocystis_sp._PCC_6803	93.5	strain	Ancestor	NGA50	6401.0
Synechocystis_sp._PCC_6803	93.5	strain	Evolved	NGA50	7027.0
Synechocystis_sp._PCC_6803	94.0	consensus	Ancestor	NGA50	4746.0
Synechocystis_sp._PCC_6803	94.0	consensus	Evolved	NGA50	4947.0
Synechocystis_sp._PCC_6803	94.0	strain	Ancestor	NGA50	4746.0
Synechocystis_sp._PCC_6803	94.0	strain	Evolved	NGA50	4947.0
Synechocystis_sp._PCC_6803	94.5	consensus	Ancestor	NGA50	3616.0
Synechocystis_sp._PCC_6803	94.5	consensus	Evolved	NGA50	3669.0
Synechocystis_sp._PCC_6803	94.5	strain	Ancestor	NGA50	3616.0
Synechocystis_sp._PCC_6803	94.5	strain	Evolved	NGA50	3662.0
Synechocystis_sp._PCC_6803	95.0	consensus	Ancestor	NGA50	2635.0
Synechocystis_sp._PCC_6803	95.0	consensus	Evolved	NGA50	2703.0
Synechocystis_sp._PCC_6803	95.0	strain	Ancestor	NGA50	2633.0
Synechocystis_sp._PCC_6803	95.0	strain	Evolved	NGA50	2697.0
Synechocystis_sp._PCC_6803	95.5	consensus	Ancestor	NGA50	1955.0
Synechocystis_sp._PCC_6803	95.5	consensus	Evolved	NGA50	2041.0
Synechocystis_sp._PCC_6803	95.5	strain	Ancestor	NGA50	1947.0
Synechocystis_sp._PCC_6803	95.5	strain	Evolved	NGA50	2021.0
Synechocystis_sp._PCC_6803	96.0	consensus	Ancestor	NGA50	1526.0
Synechocystis_sp._PCC_6803	96.0	consensus	Evolved	NGA50	1546.0
Synechocystis_sp._PCC_6803	96.0	strain	Ancestor	NGA50	1509.0
Synechocystis_sp._PCC_6803	96.0	strain	Evolved	NGA50	1535.0
Synechocystis_sp._PCC_6803	96.5	consensus	Ancestor	NGA50	1157.0
Synechocystis_sp._PCC_6803	96.5	consensus	Evolved	NGA50	1174.0
Synechocystis_sp._PCC_6803	96.5	strain	Ancestor	NGA50	1146.0
Synechocystis_sp._PCC_6803	96.5	strain	Evolved	NGA50	1166.0
Synechocystis_sp._PCC_6803	97.0	consensus	Ancestor	NGA50	975.0
Synechocystis_sp._PCC_6803	97.0	consensus	Evolved	NGA50	978.0
Synechocystis_sp._PCC_6803	97.0	strain	Ancestor	NGA50	936.0
Synechocystis_sp._PCC_6803	97.0	strain	Evolved	NGA50	934.0
Synechocystis_sp._PCC_6803	97.5	consensus	Ancestor	NGA50	866.0
Synechocystis_sp._PCC_6803	97.5	consensus	Evolved	NGA50	857.0
Synechocystis_sp._PCC_6803	97.5	strain	Ancestor	NGA50	776.0
Synechocystis_sp._PCC_6803	97.5	strain	Evolved	NGA50	779.0
Synechocystis_sp._PCC_6803	98.0	consensus	Ancestor	NGA50	919.0
Synechocystis_sp._PCC_6803	98.0	consensus	Evolved	NGA50	919.0
Synechocystis_sp._PCC_6803	98.0	strain	Ancestor	NGA50	708.0
Synechocystis_sp._PCC_6803	98.0	strain	Evolved	NGA50	705.0
Synechocystis_sp._PCC_6803	98.5	consensus	Ancestor	NGA50	1498.0
Synechocystis_sp._PCC_6803	98.5	consensus	Evolved	NGA50	1477.0
Synechocystis_sp._PCC_6803	98.5	strain	Ancestor	NGA50	644.0
Synechocystis_sp._PCC_6803	98.5	strain	Evolved	NGA50	641.0
Synechocystis_sp._PCC_6803	99.0	consensus	Ancestor	NGA50	3591.0
Synechocystis_sp._PCC_6803	99.0	consensus	Evolved	NGA50	3591.0
Synechocystis_sp._PCC_6803	99.0	strain	Ancestor	NGA50	578.0
Synechocystis_sp._PCC_6803	99.0	strain	Evolved	NGA50	603.0
Synechocystis_sp._PCC_6803	99.5	consensus	Ancestor	NGA50	7986.0
Synechocystis_sp._PCC_6803	99.5	consensus	Evolved	NGA50	7999.0
Synechocystis_sp._PCC_6803	99.5	strain	Ancestor	NGA50	621.0
Synechocystis_sp._PCC_6803	99.5	strain	Evolved	NGA50	NA
Thermoanaerobacter_tengcongensis	90.0	consensus	Ancestor	NGA50	20802.0
Thermoanaerobacter_tengcongensis	90.0	consensus	Evolved	NGA50	43582.0
Thermoanaerobacter_tengcongensis	90.0	strain	Ancestor	NGA50	20802.0
Thermoanaerobacter_tengcongensis	90.0	strain	Evolved	NGA50	43582.0
Thermoanaerobacter_tengcongensis	90.5	consensus	Ancestor	NGA50	19392.0
Thermoanaerobacter_tengcongensis	90.5	consensus	Evolved	NGA50	46482.0
Thermoanaerobacter_tengcongensis	90.5	strain	Ancestor	NGA50	19392.0
Thermoanaerobacter_tengcongensis	90.5	strain	Evolved	NGA50	46482.0
Thermoanaerobacter_tengcongensis	91.0	consensus	Ancestor	NGA50	15824.0
Thermoanaerobacter_tengcongensis	91.0	consensus	Evolved	NGA50	30209.0
Thermoanaerobacter_tengcongensis	91.0	strain	Ancestor	NGA50	15824.0
Thermoanaerobacter_tengcongensis	91.0	strain	Evolved	NGA50	30209.0
Thermoanaerobacter_tengcongensis	91.5	consensus	Ancestor	NGA50	13935.0
Thermoanaerobacter_tengcongensis	91.5	consensus	Evolved	NGA50	22280.0
Thermoanaerobacter_tengcongensis	91.5	strain	Ancestor	NGA50	13935.0
Thermoanaerobacter_tengcongensis	91.5	strain	Evolved	NGA50	22280.0
Thermoanaerobacter_tengcongensis	92.0	consensus	Ancestor	NGA50	10360.0
Thermoanaerobacter_tengcongensis	92.0	consensus	Evolved	NGA50	16121.0
Thermoanaerobacter_tengcongensis	92.0	strain	Ancestor	NGA50	10360.0
Thermoanaerobacter_tengcongensis	92.0	strain	Evolved	NGA50	16121.0
Thermoanaerobacter_tengcongensis	92.5	consensus	Ancestor	NGA50	8192.0
Thermoanaerobacter_tengcongensis	92.5	consensus	Evolved	NGA50	11774.0
Thermoanaerobacter_tengcongensis	92.5	strain	Ancestor	NGA50	8192.0
Thermoanaerobacter_tengcongensis	92.5	strain	Evolved	NGA50	11774.0
Thermoanaerobacter_tengcongensis	93.0	consensus	Ancestor	NGA50	6271.0
Thermoanaerobacter_tengcongensis	93.0	consensus	Evolved	NGA50	7770.0
Thermoanaerobacter_tengcongensis	93.0	strain	Ancestor	NGA50	6271.0
Thermoanaerobacter_tengcongensis	93.0	strain	Evolved	NGA50	7770.0
Thermoanaerobacter_tengcongensis	93.5	consensus	Ancestor	NGA50	4899.0
Thermoanaerobacter_tengcongensis	93.5	consensus	Evolved	NGA50	6113.0
Thermoanaerobacter_tengcongensis	93.5	strain	Ancestor	NGA50	4892.0
Thermoanaerobacter_tengcongensis	93.5	strain	Evolved	NGA50	6113.0
Thermoanaerobacter_tengcongensis	94.0	consensus	Ancestor	NGA50	3711.0
Thermoanaerobacter_tengcongensis	94.0	consensus	Evolved	NGA50	4479.0
Thermoanaerobacter_tengcongensis	94.0	strain	Ancestor	NGA50	3711.0
Thermoanaerobacter_tengcongensis	94.0	strain	Evolved	NGA50	4479.0
Thermoanaerobacter_tengcongensis	94.5	consensus	Ancestor	NGA50	2849.0
Thermoanaerobacter_tengcongensis	94.5	consensus	Evolved	NGA50	3354.0
Thermoanaerobacter_tengcongensis	94.5	strain	Ancestor	NGA50	2849.0
Thermoanaerobacter_tengcongensis	94.5	strain	Evolved	NGA50	3348.0
Thermoanaerobacter_tengcongensis	95.0	consensus	Ancestor	NGA50	2148.0
Thermoanaerobacter_tengcongensis	95.0	consensus	Evolved	NGA50	2412.0
Thermoanaerobacter_tengcongensis	95.0	strain	Ancestor	NGA50	2141.0
Thermoanaerobacter_tengcongensis	95.0	strain	Evolved	NGA50	2403.0
Thermoanaerobacter_tengcongensis	95.5	consensus	Ancestor	NGA50	1686.0
Thermoanaerobacter_tengcongensis	95.5	consensus	Evolved	NGA50	1917.0
Thermoanaerobacter_tengcongensis	95.5	strain	Ancestor	NGA50	1678.0
Thermoanaerobacter_tengcongensis	95.5	strain	Evolved	NGA50	1899.0
Thermoanaerobacter_tengcongensis	96.0	consensus	Ancestor	NGA50	1307.0
Thermoanaerobacter_tengcongensis	96.0	consensus	Evolved	NGA50	1461.0
Thermoanaerobacter_tengcongensis	96.0	strain	Ancestor	NGA50	1290.0
Thermoanaerobacter_tengcongensis	96.0	strain	Evolved	NGA50	1451.0
Thermoanaerobacter_tengcongensis	96.5	consensus	Ancestor	NGA50	1072.0
Thermoanaerobacter_tengcongensis	96.5	consensus	Evolved	NGA50	1142.0
Thermoanaerobacter_tengcongensis	96.5	strain	Ancestor	NGA50	1051.0
Thermoanaerobacter_tengcongensis	96.5	strain	Evolved	NGA50	1125.0
Thermoanaerobacter_tengcongensis	97.0	consensus	Ancestor	NGA50	911.0
Thermoanaerobacter_tengcongensis	97.0	consensus	Evolved	NGA50	942.0
Thermoanaerobacter_tengcongensis	97.0	strain	Ancestor	NGA50	859.0
Thermoanaerobacter_tengcongensis	97.0	strain	Evolved	NGA50	907.0
Thermoanaerobacter_tengcongensis	97.5	consensus	Ancestor	NGA50	835.0
Thermoanaerobacter_tengcongensis	97.5	consensus	Evolved	NGA50	856.0
Thermoanaerobacter_tengcongensis	97.5	strain	Ancestor	NGA50	738.0
Thermoanaerobacter_tengcongensis	97.5	strain	Evolved	NGA50	778.0
Thermoanaerobacter_tengcongensis	98.0	consensus	Ancestor	NGA50	920.0
Thermoanaerobacter_tengcongensis	98.0	consensus	Evolved	NGA50	912.0
Thermoanaerobacter_tengcongensis	98.0	strain	Ancestor	NGA50	646.0
Thermoanaerobacter_tengcongensis	98.0	strain	Evolved	NGA50	685.0
Thermoanaerobacter_tengcongensis	98.5	consensus	Ancestor	NGA50	1482.0
Thermoanaerobacter_tengcongensis	98.5	consensus	Evolved	NGA50	1457.0
Thermoanaerobacter_tengcongensis	98.5	strain	Ancestor	NGA50	570.0
Thermoanaerobacter_tengcongensis	98.5	strain	Evolved	NGA50	588.0
Thermoanaerobacter_tengcongensis	99.0	consensus	Ancestor	NGA50	3259.0
Thermoanaerobacter_tengcongensis	99.0	consensus	Evolved	NGA50	3244.0
Thermoanaerobacter_tengcongensis	99.0	strain	Ancestor	NGA50	553.0
Thermoanaerobacter_tengcongensis	99.0	strain	Evolved	NGA50	NA
Thermoanaerobacter_tengcongensis	99.5	consensus	Ancestor	NGA50	8142.0
Thermoanaerobacter_tengcongensis	99.5	consensus	Evolved	NGA50	8142.0
Thermoanaerobacter_tengcongensis	99.5	strain	Ancestor	NGA50	NA
Thermoanaerobacter_tengcongensis	99.5	strain	Evolved	NGA50	NA
Thermoplasma_acidophilum	90.0	consensus	Ancestor	NGA50	37228.0
Thermoplasma_acidophilum	90.0	consensus	Evolved	NGA50	39430.0
Thermoplasma_acidophilum	90.0	strain	Ancestor	NGA50	37228.0
Thermoplasma_acidophilum	90.0	strain	Evolved	NGA50	39430.0
Thermoplasma_acidophilum	90.5	consensus	Ancestor	NGA50	41442.0
Thermoplasma_acidophilum	90.5	consensus	Evolved	NGA50	45396.0
Thermoplasma_acidophilum	90.5	strain	Ancestor	NGA50	41442.0
Thermoplasma_acidophilum	90.5	strain	Evolved	NGA50	45396.0
Thermoplasma_acidophilum	91.0	consensus	Ancestor	NGA50	35595.0
Thermoplasma_acidophilum	91.0	consensus	Evolved	NGA50	38287.0
Thermoplasma_acidophilum	91.0	strain	Ancestor	NGA50	35595.0
Thermoplasma_acidophilum	91.0	strain	Evolved	NGA50	38287.0
Thermoplasma_acidophilum	91.5	consensus	Ancestor	NGA50	27636.0
Thermoplasma_acidophilum	91.5	consensus	Evolved	NGA50	29131.0
Thermoplasma_acidophilum	91.5	strain	Ancestor	NGA50	27636.0
Thermoplasma_acidophilum	91.5	strain	Evolved	NGA50	29131.0
Thermoplasma_acidophilum	92.0	consensus	Ancestor	NGA50	18572.0
Thermoplasma_acidophilum	92.0	consensus	Evolved	NGA50	19703.0
Thermoplasma_acidophilum	92.0	strain	Ancestor	NGA50	18572.0
Thermoplasma_acidophilum	92.0	strain	Evolved	NGA50	19703.0
Thermoplasma_acidophilum	92.5	consensus	Ancestor	NGA50	11400.0
Thermoplasma_acidophilum	92.5	consensus	Evolved	NGA50	12988.0
Thermoplasma_acidophilum	92.5	strain	Ancestor	NGA50	11400.0
Thermoplasma_acidophilum	92.5	strain	Evolved	NGA50	12988.0
Thermoplasma_acidophilum	93.0	consensus	Ancestor	NGA50	9545.0
Thermoplasma_acidophilum	93.0	consensus	Evolved	NGA50	9554.0
Thermoplasma_acidophilum	93.0	strain	Ancestor	NGA50	9545.0
Thermoplasma_acidophilum	93.0	strain	Evolved	NGA50	9554.0
Thermoplasma_acidophilum	93.5	consensus	Ancestor	NGA50	7089.0
Thermoplasma_acidophilum	93.5	consensus	Evolved	NGA50	6868.0
Thermoplasma_acidophilum	93.5	strain	Ancestor	NGA50	7089.0
Thermoplasma_acidophilum	93.5	strain	Evolved	NGA50	6868.0
Thermoplasma_acidophilum	94.0	consensus	Ancestor	NGA50	5251.0
Thermoplasma_acidophilum	94.0	consensus	Evolved	NGA50	5334.0
Thermoplasma_acidophilum	94.0	strain	Ancestor	NGA50	5251.0
Thermoplasma_acidophilum	94.0	strain	Evolved	NGA50	5334.0
Thermoplasma_acidophilum	94.5	consensus	Ancestor	NGA50	3833.0
Thermoplasma_acidophilum	94.5	consensus	Evolved	NGA50	3837.0
Thermoplasma_acidophilum	94.5	strain	Ancestor	NGA50	3833.0
Thermoplasma_acidophilum	94.5	strain	Evolved	NGA50	3826.0
Thermoplasma_acidophilum	95.0	consensus	Ancestor	NGA50	2734.0
Thermoplasma_acidophilum	95.0	consensus	Evolved	NGA50	2847.0
Thermoplasma_acidophilum	95.0	strain	Ancestor	NGA50	2730.0
Thermoplasma_acidophilum	95.0	strain	Evolved	NGA50	2847.0
Thermoplasma_acidophilum	95.5	consensus	Ancestor	NGA50	2069.0
Thermoplasma_acidophilum	95.5	consensus	Evolved	NGA50	2102.0
Thermoplasma_acidophilum	95.5	strain	Ancestor	NGA50	2069.0
Thermoplasma_acidophilum	95.5	strain	Evolved	NGA50	2068.0
Thermoplasma_acidophilum	96.0	consensus	Ancestor	NGA50	1562.0
Thermoplasma_acidophilum	96.0	consensus	Evolved	NGA50	1541.0
Thermoplasma_acidophilum	96.0	strain	Ancestor	NGA50	1540.0
Thermoplasma_acidophilum	96.0	strain	Evolved	NGA50	1536.0
Thermoplasma_acidophilum	96.5	consensus	Ancestor	NGA50	1214.0
Thermoplasma_acidophilum	96.5	consensus	Evolved	NGA50	1216.0
Thermoplasma_acidophilum	96.5	strain	Ancestor	NGA50	1188.0
Thermoplasma_acidophilum	96.5	strain	Evolved	NGA50	1200.0
Thermoplasma_acidophilum	97.0	consensus	Ancestor	NGA50	1004.0
Thermoplasma_acidophilum	97.0	consensus	Evolved	NGA50	1002.0
Thermoplasma_acidophilum	97.0	strain	Ancestor	NGA50	958.0
Thermoplasma_acidophilum	97.0	strain	Evolved	NGA50	986.0
Thermoplasma_acidophilum	97.5	consensus	Ancestor	NGA50	874.0
Thermoplasma_acidophilum	97.5	consensus	Evolved	NGA50	886.0
Thermoplasma_acidophilum	97.5	strain	Ancestor	NGA50	800.0
Thermoplasma_acidophilum	97.5	strain	Evolved	NGA50	798.0
Thermoplasma_acidophilum	98.0	consensus	Ancestor	NGA50	976.0
Thermoplasma_acidophilum	98.0	consensus	Evolved	NGA50	946.0
Thermoplasma_acidophilum	98.0	strain	Ancestor	NGA50	739.0
Thermoplasma_acidophilum	98.0	strain	Evolved	NGA50	693.0
Thermoplasma_acidophilum	98.5	consensus	Ancestor	NGA50	1543.0
Thermoplasma_acidophilum	98.5	consensus	Evolved	NGA50	1534.0
Thermoplasma_acidophilum	98.5	strain	Ancestor	NGA50	700.0
Thermoplasma_acidophilum	98.5	strain	Evolved	NGA50	615.0
Thermoplasma_acidophilum	99.0	consensus	Ancestor	NGA50	3690.0
Thermoplasma_acidophilum	99.0	consensus	Evolved	NGA50	3678.0
Thermoplasma_acidophilum	99.0	strain	Ancestor	NGA50	945.0
Thermoplasma_acidophilum	99.0	strain	Evolved	NGA50	NA
Thermoplasma_acidophilum	99.5	consensus	Ancestor	NGA50	10071.0
Thermoplasma_acidophilum	99.5	consensus	Evolved	NGA50	10071.0
Thermoplasma_acidophilum	99.5	strain	Ancestor	NGA50	NA
Thermoplasma_acidophilum	99.5	strain	Evolved	NGA50	1100.0
Thermoplasma_volcanium	90.0	consensus	Ancestor	NGA50	27663.0
Thermoplasma_volcanium	90.0	consensus	Evolved	NGA50	39569.0
Thermoplasma_volcanium	90.0	strain	Ancestor	NGA50	27663.0
Thermoplasma_volcanium	90.0	strain	Evolved	NGA50	39569.0
Thermoplasma_volcanium	90.5	consensus	Ancestor	NGA50	32313.0
Thermoplasma_volcanium	90.5	consensus	Evolved	NGA50	56704.0
Thermoplasma_volcanium	90.5	strain	Ancestor	NGA50	32313.0
Thermoplasma_volcanium	90.5	strain	Evolved	NGA50	56704.0
Thermoplasma_volcanium	91.0	consensus	Ancestor	NGA50	21137.0
Thermoplasma_volcanium	91.0	consensus	Evolved	NGA50	29220.0
Thermoplasma_volcanium	91.0	strain	Ancestor	NGA50	21137.0
Thermoplasma_volcanium	91.0	strain	Evolved	NGA50	29220.0
Thermoplasma_volcanium	91.5	consensus	Ancestor	NGA50	21071.0
Thermoplasma_volcanium	91.5	consensus	Evolved	NGA50	22611.0
Thermoplasma_volcanium	91.5	strain	Ancestor	NGA50	21071.0
Thermoplasma_volcanium	91.5	strain	Evolved	NGA50	22611.0
Thermoplasma_volcanium	92.0	consensus	Ancestor	NGA50	13048.0
Thermoplasma_volcanium	92.0	consensus	Evolved	NGA50	15485.0
Thermoplasma_volcanium	92.0	strain	Ancestor	NGA50	13048.0
Thermoplasma_volcanium	92.0	strain	Evolved	NGA50	15485.0
Thermoplasma_volcanium	92.5	consensus	Ancestor	NGA50	10727.0
Thermoplasma_volcanium	92.5	consensus	Evolved	NGA50	11905.0
Thermoplasma_volcanium	92.5	strain	Ancestor	NGA50	10727.0
Thermoplasma_volcanium	92.5	strain	Evolved	NGA50	11905.0
Thermoplasma_volcanium	93.0	consensus	Ancestor	NGA50	7262.0
Thermoplasma_volcanium	93.0	consensus	Evolved	NGA50	8590.0
Thermoplasma_volcanium	93.0	strain	Ancestor	NGA50	7262.0
Thermoplasma_volcanium	93.0	strain	Evolved	NGA50	8590.0
Thermoplasma_volcanium	93.5	consensus	Ancestor	NGA50	5791.0
Thermoplasma_volcanium	93.5	consensus	Evolved	NGA50	6422.0
Thermoplasma_volcanium	93.5	strain	Ancestor	NGA50	5756.0
Thermoplasma_volcanium	93.5	strain	Evolved	NGA50	6422.0
Thermoplasma_volcanium	94.0	consensus	Ancestor	NGA50	4664.0
Thermoplasma_volcanium	94.0	consensus	Evolved	NGA50	5062.0
Thermoplasma_volcanium	94.0	strain	Ancestor	NGA50	4664.0
Thermoplasma_volcanium	94.0	strain	Evolved	NGA50	5062.0
Thermoplasma_volcanium	94.5	consensus	Ancestor	NGA50	3625.0
Thermoplasma_volcanium	94.5	consensus	Evolved	NGA50	3691.0
Thermoplasma_volcanium	94.5	strain	Ancestor	NGA50	3625.0
Thermoplasma_volcanium	94.5	strain	Evolved	NGA50	3691.0
Thermoplasma_volcanium	95.0	consensus	Ancestor	NGA50	2645.0
Thermoplasma_volcanium	95.0	consensus	Evolved	NGA50	2720.0
Thermoplasma_volcanium	95.0	strain	Ancestor	NGA50	2623.0
Thermoplasma_volcanium	95.0	strain	Evolved	NGA50	2720.0
Thermoplasma_volcanium	95.5	consensus	Ancestor	NGA50	2071.0
Thermoplasma_volcanium	95.5	consensus	Evolved	NGA50	2078.0
Thermoplasma_volcanium	95.5	strain	Ancestor	NGA50	2071.0
Thermoplasma_volcanium	95.5	strain	Evolved	NGA50	2074.0
Thermoplasma_volcanium	96.0	consensus	Ancestor	NGA50	1518.0
Thermoplasma_volcanium	96.0	consensus	Evolved	NGA50	1514.0
Thermoplasma_volcanium	96.0	strain	Ancestor	NGA50	1501.0
Thermoplasma_volcanium	96.0	strain	Evolved	NGA50	1510.0
Thermoplasma_volcanium	96.5	consensus	Ancestor	NGA50	1193.0
Thermoplasma_volcanium	96.5	consensus	Evolved	NGA50	1217.0
Thermoplasma_volcanium	96.5	strain	Ancestor	NGA50	1173.0
Thermoplasma_volcanium	96.5	strain	Evolved	NGA50	1194.0
Thermoplasma_volcanium	97.0	consensus	Ancestor	NGA50	962.0
Thermoplasma_volcanium	97.0	consensus	Evolved	NGA50	948.0
Thermoplasma_volcanium	97.0	strain	Ancestor	NGA50	921.0
Thermoplasma_volcanium	97.0	strain	Evolved	NGA50	913.0
Thermoplasma_volcanium	97.5	consensus	Ancestor	NGA50	897.0
Thermoplasma_volcanium	97.5	consensus	Evolved	NGA50	897.0
Thermoplasma_volcanium	97.5	strain	Ancestor	NGA50	783.0
Thermoplasma_volcanium	97.5	strain	Evolved	NGA50	792.0
Thermoplasma_volcanium	98.0	consensus	Ancestor	NGA50	925.0
Thermoplasma_volcanium	98.0	consensus	Evolved	NGA50	921.0
Thermoplasma_volcanium	98.0	strain	Ancestor	NGA50	712.0
Thermoplasma_volcanium	98.0	strain	Evolved	NGA50	692.0
Thermoplasma_volcanium	98.5	consensus	Ancestor	NGA50	1475.0
Thermoplasma_volcanium	98.5	consensus	Evolved	NGA50	1550.0
Thermoplasma_volcanium	98.5	strain	Ancestor	NGA50	690.0
Thermoplasma_volcanium	98.5	strain	Evolved	NGA50	614.0
Thermoplasma_volcanium	99.0	consensus	Ancestor	NGA50	3430.0
Thermoplasma_volcanium	99.0	consensus	Evolved	NGA50	3447.0
Thermoplasma_volcanium	99.0	strain	Ancestor	NGA50	697.0
Thermoplasma_volcanium	99.0	strain	Evolved	NGA50	522.0
Thermoplasma_volcanium	99.5	consensus	Ancestor	NGA50	8519.0
Thermoplasma_volcanium	99.5	consensus	Evolved	NGA50	8519.0
Thermoplasma_volcanium	99.5	strain	Ancestor	NGA50	1414.0
Thermoplasma_volcanium	99.5	strain	Evolved	NGA50	NA
Thermotoga_maritima	90.0	consensus	Ancestor	NGA50	35182.0
Thermotoga_maritima	90.0	consensus	Evolved	NGA50	44449.0
Thermotoga_maritima	90.0	strain	Ancestor	NGA50	35182.0
Thermotoga_maritima	90.0	strain	Evolved	NGA50	44449.0
Thermotoga_maritima	90.5	consensus	Ancestor	NGA50	33823.0
Thermotoga_maritima	90.5	consensus	Evolved	NGA50	46772.0
Thermotoga_maritima	90.5	strain	Ancestor	NGA50	33823.0
Thermotoga_maritima	90.5	strain	Evolved	NGA50	46772.0
Thermotoga_maritima	91.0	consensus	Ancestor	NGA50	27216.0
Thermotoga_maritima	91.0	consensus	Evolved	NGA50	38998.0
Thermotoga_maritima	91.0	strain	Ancestor	NGA50	27216.0
Thermotoga_maritima	91.0	strain	Evolved	NGA50	38998.0
Thermotoga_maritima	91.5	consensus	Ancestor	NGA50	18052.0
Thermotoga_maritima	91.5	consensus	Evolved	NGA50	21593.0
Thermotoga_maritima	91.5	strain	Ancestor	NGA50	18052.0
Thermotoga_maritima	91.5	strain	Evolved	NGA50	21593.0
Thermotoga_maritima	92.0	consensus	Ancestor	NGA50	15042.0
Thermotoga_maritima	92.0	consensus	Evolved	NGA50	15918.0
Thermotoga_maritima	92.0	strain	Ancestor	NGA50	15042.0
Thermotoga_maritima	92.0	strain	Evolved	NGA50	15918.0
Thermotoga_maritima	92.5	consensus	Ancestor	NGA50	10115.0
Thermotoga_maritima	92.5	consensus	Evolved	NGA50	10487.0
Thermotoga_maritima	92.5	strain	Ancestor	NGA50	10115.0
Thermotoga_maritima	92.5	strain	Evolved	NGA50	10487.0
Thermotoga_maritima	93.0	consensus	Ancestor	NGA50	8632.0
Thermotoga_maritima	93.0	consensus	Evolved	NGA50	8683.0
Thermotoga_maritima	93.0	strain	Ancestor	NGA50	8632.0
Thermotoga_maritima	93.0	strain	Evolved	NGA50	8683.0
Thermotoga_maritima	93.5	consensus	Ancestor	NGA50	6122.0
Thermotoga_maritima	93.5	consensus	Evolved	NGA50	6251.0
